MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
0.75,0.75,0.540069780642126,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.8636363636363636,0.4,1.0,0.75,0.6000000000000001,0.7777777777777777,0.5,0.014705882352941176,0.04918032786885246,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.6666666666666667,0.5,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,0.002834868887313962,0.0,0.0,0.6734788666976312,0.23993453355155483,1.0,1.0,1.0,1.0,0.6050064588180293,0.0,0.0,0.5720750325726405,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666667,0.41666666666666674,1.0,0.0,0.0,0.75,0.01869158878504673,1.0,0.75,0.4301833568406206,0.5,0.5,1.0,0.11668611435239208,0.03290676416819013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545455,0.6666666666666666,0.75,0.0,0.0,0.0
0.75,0.75,0.5350003771022243,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.75,0.3602941176470588,0.04918032786885246,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6666666666666666,0.03375,0.6666666666666667,0.5,0.5,0.3333333333333334,0.6666666666666667,0.0,0.7999999999999998,0.14280652019844084,0.0,0.0,0.114723641430562,0.17234042553191492,1.0,1.0,1.0,1.0,0.48107756834999815,0.0,0.0,0.4548917810257107,0.3333333333333333,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.6666666666666667,0.25,1.0,0.0,0.0,0.75,0.4579439252336449,0.5,0.25,0.22002820874471085,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.6363636363636365,0.6666666666666666,0.75,0.0,0.0,0.0
0.9166666666666666,0.75,0.47275473554273173,0.0,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.9545454545454546,0.4,1.0,1.0,0.6000000000000001,0.8888888888888888,0.5,0.03676470588235294,0.09836065573770493,1.0,0.0,0.30000000000000004,0.2,0.6666666666666666,0.2575,1.0,0.5,1.0,1.0,0.6666666666666667,0.0,1.0,0.08079376328844791,0.0,0.0,0.6019507663725034,0.28674304418985275,1.0,1.0,1.0,1.0,0.669443832737441,0.0,0.0,0.6330049817435306,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,1.0,0.3333333333333334,1.0,0.3333333333333333,0.8,0.75,0.04672897196261683,0.5,0.5,0.40620592383638926,0.5,0.5,1.0,0.22870478413068848,0.14990859232175502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09090909090909093,0.6666666666666666,0.75,0.0,0.0,0.0
0.75,0.75,0.5239585643612821,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.4545454545454546,0.4,1.0,0.75,0.6000000000000001,0.6666666666666665,0.5,0.0661764705882353,0.16393442622950818,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.6666666666666667,0.5,1.0,0.6666666666666667,0.6666666666666667,1.0,1.0,0.2556697377746279,0.0,0.0,0.018114259173246633,0.24255319148936172,1.0,1.0,1.0,1.0,0.6119212956752236,0.0,0.0,0.5786134842910595,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666667,0.25,1.0,0.3333333333333333,0.4,0.75,0.08411214953271029,0.5,0.5,0.3624823695345557,0.5,0.5,1.0,0.4690781796966162,0.04570383912248629,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6363636363636365,0.6666666666666666,0.75,1.0,0.0,0.0
0.75,0.75,0.651509217179624,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.5555555555555556,0.5,0.3235294117647059,0.7377049180327869,0.0,0.0,0.6000000000000001,0.7000000000000001,0.6666666666666666,0.17,0.3333333333333334,0.5,0.5,0.3333333333333334,0.6666666666666667,0.0,0.6,0.08681785967399008,0.0,0.0,0.43427775197398977,0.23322422258592473,1.0,0.75,1.0,1.0,0.5946054194091621,0.0,0.0,0.5622401376357473,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333334,0.41666666666666674,1.0,0.3333333333333333,0.8,0.75,0.41121495327102814,0.5,0.5,0.40620592383638926,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545455,0.6666666666666666,0.75,0.0,0.0,0.0
0.9166666666666666,0.75,0.49689213340045235,0.0,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.9545454545454546,0.4,1.0,1.0,0.6000000000000001,0.8888888888888888,0.5,0.0,0.01639344262295082,1.0,0.0,0.30000000000000004,0.2,0.6666666666666666,0.47875,1.0,0.5,1.0,1.0,0.6666666666666667,0.0,1.0,0.27285613040396883,0.0,0.0,0.07524384579656293,0.27855973813420626,1.0,1.0,1.0,1.0,0.6590805435683196,0.0,0.0,0.6232057822431356,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,1.0,0.41666666666666674,1.0,0.3333333333333333,0.8,0.75,0.0,1.0,0.75,0.7418899858956276,0.5,0.5,1.0,0.0,0.1316270566727605,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8181818181818185,1.0,1.0,0.0,0.0,0.0
0.75,0.75,0.718061443235138,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.6818181818181819,0.4,1.0,0.75,0.6000000000000001,0.8888888888888888,0.5,0.014705882352941176,0.04918032786885246,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.6666666666666667,0.5,1.0,1.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.8360427310729215,0.29459901800327337,1.0,1.0,1.0,1.0,0.6790818222181931,0.0,0.0,0.6421183607261414,0.0,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,1.0,0.41666666666666674,1.0,0.0,0.0,0.75,0.01869158878504673,1.0,0.5,0.49506346967559944,0.5,0.5,1.0,0.33605600933488916,0.24862888482632542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3636363636363637,0.6666666666666666,0.75,0.0,0.0,0.0
0.25,0.75,0.508280137136214,0.0,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.13636363636363635,0.2,1.0,0.25,0.2,0.4444444444444445,0.75,0.7941176470588235,0.09836065573770493,0.0,0.0,0.30000000000000004,0.2,0.3333333333333333,0.0,0.3333333333333334,0.5,0.5,0.3333333333333334,0.6666666666666667,0.0,0.7999999999999998,0.1920623671155209,0.0,0.0,0.08732001857872736,0.2081833060556465,1.0,0.75,1.0,1.0,0.5525468617212654,0.4957264957264958,0.0,0.7087690779362896,0.6666666666666666,0.0,0.6666666666666666,1.0,0.5,0.6666666666666666,0.3333333333333334,0.5833333333333335,1.0,0.0,0.0,0.75,0.27760777811275184,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.12797074954296161,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727274,0.6666666666666666,0.75,0.0,0.0,1.0
0.5833333333333333,0.25,0.5239585643612821,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.2272727272727273,0.4,1.0,0.75,1.0,0.7777777777777777,0.75,0.6102941176470588,0.21311475409836064,1.0,0.0,0.4,0.30000000000000004,0.3333333333333333,0.0,0.3333333333333334,0.75,1.0,0.3333333333333334,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.2731072921504877,0.09623567921440263,1.0,0.25,1.0,1.0,0.38968334149304074,0.4449786324786325,0.0,0.6159459256500401,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666667,0.41666666666666674,1.0,0.3333333333333333,0.8,0.25,0.7757009345794394,0.0,0.25,0.1607898448519041,0.5,0.5,1.0,0.2240373395565928,0.11517367458866545,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.4545454545454546,0.6666666666666666,0.75,1.0,0.0,0.0
1.0,0.75,0.5733154570077272,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.5454545454545454,0.6000000000000001,1.0,0.75,1.0,0.6666666666666665,0.5,0.20588235294117646,0.4754098360655738,0.0,0.0,0.7000000000000001,0.7000000000000001,0.6666666666666666,0.115,0.3333333333333334,0.5,0.5,0.6666666666666667,0.6666666666666667,0.0,0.6,0.13997165131112688,0.19999999999999996,1.0,0.06177426846261031,0.22782324058919806,1.0,0.5,1.0,1.0,0.5859834356986049,0.7435897435897436,0.0,0.7847844344898167,0.3333333333333333,0.0,1.0,0.5,0.625,0.3333333333333333,0.6666666666666667,0.8333333333333336,1.0,0.6666666666666666,0.6000000000000001,0.75,0.26168224299065423,0.5,0.5,0.39774330042313116,0.5,0.5,1.0,0.0,0.20475319926873858,0.0,0.0,1.0,0.7032520325203252,1.0,0.75,0.0,1.0,0.5454545454545455,0.6666666666666666,0.75,0.0,0.0,0.0
